Self-Reported Gross Floor Area (ft²),,,,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Water Use Intensity (All Water Sources) (gal/ft²),log_Water Use Intensity (All Water Sources) (gal/ft²),score
94273,,,,125,132.7,57.01,4.043226691,49
93048,,,,101.3,104.1,51.75,3.946424432,75
59026,,,,92.4,97.3,68.44,4.225957449,87
70560,,,,89.4,93.5,89,4.48863637,72
66500,,,,82.4,86.9,78.61,4.364498918,40
63700,,,,159.7,169,371.9,5.918625001,10
58800,,,,93.6,97.7,68.44,4.225957449,80
85152,,,,96.4,100.4,29.67,3.390136434,64
56858,,,,138.6,146,45.06,3.807994935,22
160265,,,,83.1,86.4,78.17,4.358885942,84
146880,,,,128.8,132.7,108.94,4.690797272,31
153606,,,,94.2,99.9,39.03,3.664330581,69
66817,,,,57.7,58.8,52.33,3.95756982,99
116000,,,,78.7,81.8,44.21,3.788951008,93
78250,,,,89.5,93,51.58,3.943134,84
259000,,,,53.2,56.2,30.54,3.4190373,99
58800,,,,106.9,112.6,81.2,4.396915247,45
79683,,,,93,97,55.32,4.013134507,62
76300,,,,101.1,105.7,51.49,3.941387614,58
58800,,,,106.9,112.6,81.2,4.396915247,45
79683,,,,93,97,55.32,4.013134507,62
76300,,,,101.1,105.7,51.49,3.941387614,58
106050,,,,66.3,71.8,59.84,4.091674334,74
106200,,,,28.9,28.8,112.5,4.722953222,100
61750,,,,163,174,125.07,4.828873581,14
57712,,,,167.6,175.5,2.99,1.095273387,7
100052,,,,115.3,119.8,57.18,4.046204187,47
138634,,,,101,107.1,41.47,3.724970274,48
51900,,,,151.3,158.4,190.89,5.251697346,14
72538,,,,120.8,127.2,86.6,4.461299816,39
55200,,,,170.8,179.1,61.78,4.123579687,7
105200,,,,147.2,153,53.62,3.981922133,21
65602,,,,166.8,173.9,63.89,4.157162855,5
106000,,,,163.3,173.5,40.44,3.699819394,7
59148,,,,212,225,85.72,4.451086171,1
67936,,,,241.8,250,140.4,4.944495492,1
71710,,,,216.8,230,72.86,4.288539792,1
98904,,,,157.5,167.7,23.26,3.146735147,5
38140,,,,128.4,133.3,75.37,4.322409318,64
219648,,,,232,237,270.29,5.599495457,5
34115,,,,70.3,70.6,160.21,5.076485455,93
60736,,,,109.6,114.9,40.5,3.701301974,46
116020,,,,61.1,64.9,25.88,3.25347047,99
92595,,,,251.8,256.3,125.83,4.83493179,31
32900,,,,181.9,189.7,187.37,5.233085272,1
137350,,,,85.2,88.9,50.99,3.931629535,72
135404,,,,327.6,329.6,15.86,2.763800216,77
65687,,,,125.6,132.3,85.26,4.445705411,24
65687,,,,118.9,126.8,48.84,3.888549649,31
68440,,,,116.4,121.7,103.11,4.63579638,34
66780,,,,136.2,143.1,53.31,3.976123931,15
77000,,,,115.8,120.6,56.6,4.036008985,53
185724,,,,74.4,77.4,51.73,3.946037884,97
67810,,,,94.2,98.1,32.39,3.477849733,81
67810,,,,103.7,108.3,67.75,4.21582446,69
100080,,,,103.6,110.5,58.24,4.064572404,68
105304,,,,126.9,135.6,50.61,3.924149185,37
125343,,,,100.9,105.9,45.87,3.825811309,77
59500,,,,115.1,122.3,71.84,4.274441424,56
55181,,,,107.9,115.4,64.75,4.170533701,65
34620,,,,147,155,114.46,4.740225417,9
42000,,,,112.5,111.9,107.59,4.678327707,39
60000,,,,110.3,117.7,61.51,4.119199763,43
57720,,,,84.2,88.4,22.71,3.122805356,80
72673,,,,181.5,179.7,100.29,4.608065989,74
30920,,,,160,166.7,59.1,4.079230924,5
94328,,,,40.9,40.7,57.53,4.052306551,100
40000,,,,165.9,170.6,52.7,3.964615456,28
27585,,,,170.7,175,62.48,4.134846506,3
33300,,,,183.9,182.9,59.87,4.092175545,1
28560,,,,124.7,132.3,53.75,3.984343667,25
36900,,,,97.6,101.1,101.12,4.61630793,61
41479,,,,102.7,108.6,38.49,3.650398467,44
78420,,,,106.8,110.9,71.72,4.272769649,50
39174,,,,144.4,150.3,56.1,4.027135813,14
64935,,,,108.5,114.4,52.49,3.960622675,55
32902,,,,69,70.6,3.76,1.324418957,48
113820,,,,113.5,117.5,46.88,3.847591145,39
32832,,,,119.5,126.3,52.68,3.964235877,38
24165,,,,179.1,184.4,41.41,3.723522398,1
292677,,,,195.9,207.1,36.89,3.607940512,1
26800,,,,140.8,148.5,72.52,4.283862386,20
35460,,,,172.2,178.8,71.05,4.263383855,39
27163,,,,103,108.2,68.74,4.230331271,48
62720,,,,117.5,116.8,189.08,5.242170206,39
107851,,,,153.1,162,66.67,4.199755077,17
72450,,,,121.3,127.1,100.59,4.611052849,29
72450,,,,45,44.5,72.6,4.284964922,100
34950,,,,94.6,95.1,115.25,4.747103682,79
34920,,,,103.7,103.3,151.28,5.019132424,75
53964,,,,58.8,58.8,136.91,4.919323776,100
35050,,,,182,188.4,243.9,5.496758305,2
76601,,,,147.3,159.4,7.77,2.050270164,3
214360,,,,167.9,174.4,49.51,3.902174669,35
31875,,,,182.8,189,158.88,5.0681492,3
31740,,,,131.2,138.5,280.22,5.635575009,32
32250,,,,117.3,116.8,90.19,4.501918556,50
37100,,,,122.3,127.8,216.57,5.377913821,38
43200,,,,99.8,103.9,80.07,4.382901252,58
30140,,,,62.8,62.3,130.22,4.869225328,95
33000,,,,143.5,148.2,186.58,5.228860102,15
26400,,,,140.1,148.7,127.32,4.846703602,36
68000,,,,108.6,113.3,51.69,3.945264339,85
87932,,,,125.5,129.3,27.1,3.299533728,51
53738,,,,118.1,122.4,40.72,3.706719372,54
116667,,,,110.8,113.3,37.91,3.63521493,65
69100,,,,91.4,90.2,25.92,3.255014871,71
106166,,,,66.1,72.3,36.84,3.606584211,96
61159,,,,95.6,101.7,34.76,3.5484673,59
74550,,,,99.5,103.7,45.41,3.815732345,61
129150,,,,53.6,56.4,23.42,3.153590358,98
300000,,,,110.4,113.1,16.74,2.817801065,83
169038,,,,29.4,29.5,31.36,3.445533195,100
68962,,,,86.1,90.5,50.83,3.928486731,82
57091,,,,77.1,78.9,23.47,3.15572301,94
96432,,,,110.6,117,70.52,4.255896358,50
58050,,,,27.5,27.5,3.48,1.247032294,81
61242,,,,95.3,100.9,42.34,3.745732266,60
259000,,,,53.2,56.2,30.54,3.4190373,99
542151,,,,93.6,98.8,26.5,3.277144733,64
106050,,,,76.3,79.2,53.26,3.97518558,94
120450,,,,227.3,233.1,64.45,4.165889729,44
74200,,,,102.1,106.3,26.47,3.276012016,68
98780,,,,103.4,108.5,45.03,3.807328934,66
60719,,,,49.5,50,37.44,3.622739652,100
173833,,,,61.2,62,31.45,3.448398983,97
72810,,,,168.4,176.3,31.52,3.450622265,2
28705,,,,199.2,207.2,11.91,2.477378383,49
42350,,,,102.8,108.2,54.17,3.99212725,55
99484,,,,50.3,50.2,107.34,4.676001367,98
64750,,,,168.5,174.8,98.63,4.591375475,2
49700,,,,153.8,162.5,146.49,4.986957167,6
49350,,,,99.5,98.7,117.41,4.765672083,50
49560,,,,216.4,224.1,126.2,4.83786795,1
49266,,,,112.7,111.1,144.42,4.972725721,33
67900,,,,161.3,168.6,113.71,4.733651348,1
48139,,,,158.5,168.6,92.29,4.524935793,8
34300,,,,130.3,139.5,88.43,4.482211279,25
45290,,,,159.4,167.2,100.29,4.608065989,6
29330,,,,141.8,150.2,75.02,4.317754745,23
46410,,,,173.6,178.7,126.59,4.840953518,2
38392,,,,302.3,308.3,182.97,5.209322205,1
44100,,,,159.5,166.8,94.5,4.548599834,6
33192,,,,148.3,157,76.15,4.332705079,26
30240,,,,133.2,140.5,65.7,4.185098925,23
103856,,,,109.3,111.5,56.59,4.035832291,68
55750,,,,19.3,19.8,30.33,3.412137322,100
103370,,,,113.6,118.5,109.16,4.692814696,71
37000,,,,89.9,91.1,21.84,3.083743151,80
63210,,,,122.9,124.9,42.31,3.745023465,48
46878,,,,129.5,131.7,61.68,4.121959729,51
47400,,,,111.4,119.6,70.8,4.259859001,51
47750,,,,117.6,122.6,63.72,4.154498485,34
42000,,,,77.1,81.1,62.44,4.134206096,64
42984,,,,100.8,107.3,65.97,4.189200093,62
38199,,,,69.5,73.9,61.59,4.12049952,94
38736,,,,107.1,110.7,88.22,4.479833695,48
40525,,,,100.9,107.3,105.13,4.65519768,52
107544,,,,146.7,151,143.68,4.967588605,51
88808,,,,90.8,94.3,75.2,4.320151231,70
83427,,,,126.5,130.8,78.55,4.363735365,42
61553,,,,158.4,170.8,89.65,4.4959132,11
61620,,,,128,135.8,104.62,4.650334738,15
112536,,,,125.9,133.5,47.37,3.857989117,18
108714,,,,129.9,131.8,19.85,2.988204007,10
57568,,,,177.3,186.4,101.54,4.62045281,10
63120,,,,138,141.3,45.85,3.825375199,29
61633,,,,93.6,95.3,39.55,3.677565694,66
49500,,,,152.2,162.2,107.01,4.672922288,8
39200,,,,149.3,156.1,136.92,4.919396814,13
49200,,,,124.4,132,77.07,4.3447141,31
28400,,,,140,149.1,118.89,4.778198696,36
42000,,,,118,122.7,92.79,4.530338875,32
25500,,,,103,110.2,69.62,4.243051882,72
29392,,,,178.5,186,126.5,4.840242308,1
39370,,,,109.7,113.7,79.67,4.377893103,32
32685,,,,87.3,92.3,39.13,3.666889436,61
26000,,,,101.2,101.6,87.81,4.475175389,60
41501,,,,157.2,162.3,67.66,4.214495163,5
44918,,,,230.5,239.9,78.82,4.367166772,1
44112,,,,185.1,193.2,21.11,3.049746862,32
49500,,,,97.1,101.4,46.69,3.843530009,73
41400,,,,130.1,137.8,52.2,3.955082495,42
47322,,,,111.5,116.3,37.88,3.634423268,51
43122,,,,133.3,133.5,70.61,4.257171778,28
42612,,,,125.8,130.7,241.74,5.487862768,73
93642,,,,139.4,144.1,40.63,3.70450671,25
34490,,,,112.5,118,50.75,3.926911618,74
74516,,,,77.5,77.5,30.71,3.424588334,94
28064,,,,144,154.7,108.07,4.682779165,37
28064,,,,140.2,151.4,112.48,4.722775428,41
70960,,,,161.9,161.9,72.58,4.284689402,26
59085,,,,66.6,68.2,73.03,4.290870316,96
71137,,,,128.1,131.6,71.74,4.273048472,66
56553,,,,130.3,138.5,30.86,3.429460847,55
60400,,,,86,89.7,25.7,3.246490992,85
114541,,,,84.9,85,35.61,3.572626497,84
90198,,,,94.8,94.8,27.25,3.305053521,76
78120,,,,102.4,102.4,32.02,3.466360708,72
31878,,,,109.4,109.4,60.85,4.108411819,81
126843,,,,107.1,110.7,60.37,4.100492293,67
65402,,,,244.1,255.5,135.93,4.912140047,1
293677,,,,143.9,150.2,38.22,3.643358939,10
48139,,,,158.5,168.6,92.29,4.524935793,8
30240,,,,133.2,140.5,65.7,4.185098925,23
46500,,,,130.2,134.2,109.02,4.691531352,30
34500,,,,126.9,136.9,48.96,3.891003638,68
59983,,,,119.8,127.3,51.03,3.932413695,43
79968,,,,124.3,130.1,141.14,4.949752306,36
27166,,,,124.4,129.9,0,2.142,62
33768,,,,115.7,120.5,126.69,4.841743158,34
27444,,,,170.1,176.8,199.96,5.298117347,13
31500,,,,8.9,8.9,134.71,4.90312432,100
46320,,,,105.9,113.2,30.48,3.417070731,64
25839,,,,86.5,94.2,86.88,4.464527856,77
25210,,,,179.2,185.5,155.72,5.048059523,10
32410,,,,139.4,145.3,95.05,4.554403069,10
36360,,,,134.1,140.9,90.27,4.502805179,52
68805,,,,60.2,60.2,427.94,6.058982999,98
62100,,,,132.8,138.7,107.1,4.673762977,14
59969,,,,121.7,127.2,106.13,4.664664758,24
66458,,,,102.3,106.8,130.02,4.867688285,48
62400,,,,241.5,250.8,156.17,5.050945157,1
35826,,,,130.2,134.1,136.14,4.913683768,14
39150,,,,82.9,87.5,86.12,4.455741672,72
25820,,,,100.2,104.9,84.71,4.439233658,70
30240,,,,117.4,123.6,117.04,4.762515757,38
30880,,,,120.9,126.6,102.32,4.628105157,29
35781,,,,110,116.1,98.11,4.586089298,30
32000,,,,97.4,101.7,40.38,3.698334613,66
49000,,,,65.3,64.9,90.64,4.506895617,96
165113,,,,72.5,73.2,50.86,3.92907676,98
130830,,,,92,97.3,33.25,3.504054767,96
109592,,,,86.1,92.1,38.88,3.66047998,98
77125,,,,114.8,122.2,32.32,3.475686234,85
63959,,,,89.6,94.7,52.77,3.965942847,96
87598,,,,77.3,82,35.1,3.55820113,99
105029,,,,76.4,80.3,34.95,3.553918469,100
63000,,,,86.6,90,34.89,3.552200255,98
81666,,,,143.2,151.4,40.24,3.694861526,54
124124,,,,128.6,134.4,38.87,3.660222745,73
98203,,,,197.6,197.4,38.16,3.641787847,13
87500,,,,112.8,113.2,32.49,3.48093235,88
70127,,,,153.3,166.6,43.54,3.773680056,43
106575,,,,80.8,84.1,34.57,3.542986254,99
51650,,,,142.6,147.6,112.19,4.720193863,56
62171,,,,73.8,75.8,29.45,3.38269391,95
68688,,,,104.9,110.2,62.45,4.134366237,64
112342,,,,64.2,67.9,19.67,2.979094632,67
82448,,,,119.4,126.7,45.17,3.81043315,52
75221,,,,100.8,106.3,81.5,4.40060302,60
109606,,,,113.6,122.9,42.46,3.748562456,50
424278,,,,140.2,144.3,99.1,4.596129441,31
47700,,,,26,25.9,46.47,3.838806943,100
30000,,,,103,105.9,126.82,4.842768758,58
42000,,,,110.6,114.6,67.08,4.205885937,57
49000,,,,85.7,90.6,62.51,4.135326544,79
49977,,,,119.3,130.3,40.49,3.70105503,71
27620,,,,156.1,166,193.29,5.264191652,23
27848,,,,145.3,150.5,90.42,4.504465482,14
35604,,,,191.4,205.4,59.59,4.087487775,1
35604,,,,229.8,244.7,141.38,4.951451301,1
44264,,,,137.8,137.3,153.52,5.033830852,41
200000,,,,185.7,186.6,0.84,-0.174353387,72
200000,,,,185.7,186.6,0.84,-0.174353387,72
48565,,,,193.3,199.4,99.55,4.600660031,1
32500,,,,145.5,154.8,58.97,4.07702884,13
40192,,,,124.4,129,194.01,5.267909704,26
62171,,,,73.8,75.8,29.45,3.38269391,95
68688,,,,104.9,110.2,62.45,4.134366237,64
62171,,,,73.8,75.8,29.45,3.38269391,95
68688,,,,104.9,110.2,62.45,4.134366237,64
62171,,,,73.8,75.8,29.45,3.38269391,95
68688,,,,104.9,110.2,62.45,4.134366237,64
188500,,,,141.3,146.7,54.74,4.002594704,31
61000,,,,140.2,145.6,57.08,4.044453793,51
34490,,,,112.5,118,50.75,3.926911618,74
26967,,,,192.2,195.8,70.38,4.253909132,17
26905,,,,102,107.5,6.96,1.940179474,64
39244,,,,95.3,100,70.18,4.25106337,66
40000,,,,84.1,92.5,6.31,1.842135677,8
31820,,,,10.7,10.9,61.7,4.122283931,100
37800,,,,17,17,54.35,3.995444614,100
120000,,,,156.9,158.7,15.62,2.748552144,45
74184,,,,191.8,191.3,136.94,4.919542874,8
88585,,,,92.8,98.8,93.98,4.543081994,54
62213,,,,99.7,102.9,72.93,4.289500077,49
87549,,,,36.8,36.8,96.51,4.56964663,100
88382,,,,95.4,100.8,62.49,4.135006544,51
78194,,,,168.1,176.8,38.3,3.645449896,16
154000,,,,147.2,155.7,36.67,3.601958982,6
105000,,,,98.7,105.5,43.22,3.766303351,55
103163,,,,105,110.7,57.7,4.055257174,49
74109,,,,104.9,110.3,52.88,3.968025196,66
72100,,,,136.8,145.2,23.22,3.145013976,14
108360,,,,216.2,230.5,35.06,3.557060879,1
154012,,,,149.9,160.8,60.05,4.095177549,12
70597,,,,35.1,35.6,51.9,3.94931879,100
97928,,,,177.2,186.7,57.28,4.047951523,2
114258,,,,92.7,96.4,40.83,3.709417105,69
63000,,,,197.1,208.6,56.65,4.036891987,4
100993,,,,224,226.7,24.55,3.200711854,21
62604,,,,92.6,98.2,65.64,4.184185266,99
64386,,,,96.5,96.8,44.46,3.794589909,62
59248,,,,106,111.3,45.79,3.824065727,38
73332,,,,38,40.6,58.99,4.077367938,100
58633,,,,99.6,105.3,54.8,4.003690194,58
130028,,,,144.4,149.2,28.9,3.363841595,93
55000,,,,327.3,339,271.56,5.604183109,1
104640,,,,75,75,55.03,4.007878491,98
120597,,,,197.2,200.8,37.87,3.634159242,3
76607,,,,36.8,36.3,74.11,4.305550476,100
108050,,,,398,395.4,4.9,1.589235205,3
71485,,,,115.8,114.8,27.99,3.331847304,73
66000,,,,81.7,88.1,53.09,3.971988587,85
126374,,,,269,271.1,68.36,4.224787858,11
151540,,,,112.6,117.5,49.6,3.903990834,80
66688,,,,73.6,73.2,7.26,1.982379829,91
78066,,,,206.5,208.8,86.24,4.457134107,33
144375,,,,141.6,146.4,49.66,3.90519978,23
119653,,,,170.7,173.6,89.84,4.49803031,1
77483,,,,131.8,135.8,51.42,3.940027202,3
122406,,,,94.4,98.7,35.31,3.56416621,79
88000,,,,79.3,82.9,16.02,2.773837942,55
52000,,,,101.6,108.4,30.61,3.421326753,70
55000,,,,115.6,121.5,17.64,2.870169051,40
148000,,,,93.9,99,28.02,3.332918541,74
52000,,,,12.4,12.4,28.73,3.357941873,100
52000,,,,106.6,112.3,40.87,3.710396298,70
63500,,,,90.9,97.3,57.22,4.046903488,85
61600,,,,132,137.2,132.05,4.883180639,24
70000,,,,136.8,141.5,58.48,4.068684815,46
75000,,,,122.9,129.5,35.42,3.567276632,31
207000,,,,179.1,179.7,15.94,2.768831673,43
58740,,,,119.4,123.8,13.55,2.606386547,68
105074,,,,114.5,115,36.18,3.58850648,43
99254,,,,48.4,48.4,33.24,3.50375397,100
91758,,,,99.3,104,42.9,3.758871826,56
207307,,,,93.8,97.1,44.59,3.797509619,62
87929,,,,85.5,89,29.42,3.381674715,77
177333,,,,122.4,133.5,28.76,3.358985533,18
146025,,,,75.7,79.7,46.44,3.838161157,96
89565,,,,90.7,94.3,27.61,3.318178026,59
127400,,,,99.5,105.2,41.96,3.736716784,58
142015,,,,102.4,109.6,37.68,3.62912945,45
86333,,,,27.6,29.9,61.67,4.121797589,100
92750,,,,84.3,90.1,85.07,4.443474447,80
83790,,,,4.3,4.3,44.52,3.795938526,100
135100,,,,124,135.3,31.9,3.46260601,18
87655,,,,148,160.7,52.01,3.951436008,15
134006,,,,79.7,86.4,55.65,4.019082078,90
86954,,,,117.8,128.3,29.62,3.388449809,15
194886,,,,1,1,48.53,3.882182163,100
106365,,,,131.2,138.6,45.36,3.814630659,25
97980,,,,2.4,2.4,40.05,3.690128674,100
58250,,,,91.7,95.3,78.49,4.362971228,65
73750,,,,127.2,133.8,87.71,4.474035918,25
180000,,,,177.9,179.1,0.28,-1.272965676,17
55186,,,,78.4,79,13.34,2.59076704,29
120650,,,,252,264,116.97,4.761917492,1
31878,,,,109.4,109.4,60.85,4.108411819,81
40192,,,,124.4,129,194.01,5.267909704,26
68805,,,,60.2,60.2,427.94,6.058982999,98
40192,,,,124.4,129,194.01,5.267909704,26
40119,,,,133.9,138.2,127.13,4.845210185,12
48565,,,,124.3,127.1,99.55,4.600660031,15
43855,,,,116,124.4,117.84,4.769327772,21
27559,,,,100,103.6,17.14,2.841414913,71
180853,,,,171.5,176.5,119.19,4.780718858,7
56010,,,,36,36,13.98,2.637627737,86
62648,,,,103.9,109.9,49.15,3.894876847,62
52580,,,,180.1,188,83.88,4.429387206,3
52980,,,,132.4,141.7,80.37,4.386640972,31
68630,,,,96.4,103.6,117.09,4.76294287,42
84420,,,,74.5,76.4,68.88,4.23236586,91
37800,,,,44.1,46.6,3964.2,8.285059348,100
37800,,,,44.1,46.6,3964.2,8.285059348,100
72130,,,,104.5,111.3,45.18,3.810654511,22
134645,,,,134.2,135.7,62.39,4.133405006,81
404861,,,,124.5,125.9,41.22,3.718923575,84
404861,,,,124.5,125.9,41.22,3.718923575,84
53900,,,,30.4,30.4,30.96,3.432696049,100
63900,,,,146,153.7,58.09,4.061993532,17
153600,,,,129.6,129.8,64.56,4.167595024,81
103878,,,,187.3,193.1,1.1,0.09531018,46
58919,,,,159.3,161.6,43.18,3.765377425,8
35000,,,,40.6,40.5,2120.19,7.659260986,100
35442,,,,69.3,72,1600.71,7.37820256,94
41994,,,,105.4,110.4,16.73,2.817203515,30
27824,,,,60.4,61.4,64.21,4.162158962,98
32660,,,,63.4,64.6,5687.81,8.646080567,95
54396,,,,125.4,131.5,118.03,4.770938829,40
54396,,,,132.5,138.6,122.82,4.810719869,31
29509,,,,122.2,126.9,8.04,2.084429083,50
185000,,,,71.8,76.2,22.48,3.112626025,94
92955,,,,134.9,138.3,46.29,3.834925955,59
95940,,,,139.1,145.3,39.05,3.664842876,41
197720,,,,154,157.7,38.91,3.661251287,27
101567,,,,114.6,119.9,26.14,3.263466708,64
135941,,,,132.5,134.4,57.96,4.059753117,41
294839,,,,187.6,189.6,49.08,3.89345162,14
111207,,,,130.1,134.7,30.91,3.431079756,35
124071,,,,65.2,65.2,33.02,3.497113438,97
62145,,,,132.5,132.4,29.94,3.399195379,58
102000,,,,94.4,98.6,19.71,2.981126121,62
80160,,,,83.3,84.9,30.64,3.422306345,87
249000,,,,102.5,108.8,26.9,3.292126287,68
51000,,,,131.4,137.8,36.79,3.605226069,26
311944,,,,194.7,193.5,53.42,3.978185208,2
140653,,,,96.5,103.7,44.72,3.800420829,72
201528,,,,113.8,116.8,40.22,3.694364384,57
148131,,,,146.3,158.4,66.32,4.194491511,22
112460,,,,145.4,152.9,60.07,4.095510549,38
122304,,,,147.8,147.5,77.16,4.345881188,27
60000,,,,118,120,89.25,4.491441421,51
78686,,,,101.9,105,35.84,3.579064588,65
68134,,,,86.5,90.6,36.82,3.606041176,77
281152,,,,108.6,110.9,35.69,3.574870538,72
53500,,,,153,156.2,26.06,3.260401572,10
91500,,,,124.4,129.5,51.9,3.94931879,70
146752,,,,103.7,109.1,35.02,3.555919327,37
96724,,,,93.3,98.4,40.88,3.710640946,80
307693,,,,129,132.1,43.56,3.774139298,39
59767,,,,80.3,85.7,25.91,3.254628995,95
29363,,,,90.8,95.8,117.78,4.768818478,73
35998,,,,113.4,114.3,163.56,5.097179895,78
33444,,,,104.2,110.6,100.87,4.613832559,62
28905,,,,73.7,73.5,62.64,4.137404052,88
32482,,,,176.6,185.5,94.14,4.544783036,80
32000,,,,97.4,101.7,40.38,3.698334613,66
395071,,,,151.5,152.4,20.87,3.038312721,62
34808,,,,63.1,67.6,18.17,2.899771882,41
72623,,,,99.9,105.4,66.35,4.194943761,62
89010,,,,67,70.8,41.78,3.732417756,95
49346,,,,102.7,109.6,78.1,4.357990057,43
26225,,,,101.1,106.2,75.16,4.319619175,55
27500,,,,36.9,37,61.26,4.115127101,100
32550,,,,45.8,45.7,90.41,4.504354881,100
66000,,,,40.3,41.3,2.04,0.712949808,65
93261,,,,113,118.4,84.4,4.435567402,50
112760,,,,76.1,82.4,83.13,4.420405648,96
54271,,,,98.8,104.5,70.28,4.252487263,74
131802,,,,82.5,82.5,22.33,3.105931066,85
90300,,,,74.3,79.6,107,4.672828834,96
122880,,,,10.7,11.9,63.66,4.153556422,100
54705,,,,115.9,122.8,71,4.262679877,48
77556,,,,110.4,115.4,58.79,4.073971772,59
76607,,,,36.8,36.3,74.11,4.305550476,100
122406,,,,94.4,98.7,35.31,3.56416621,79
88000,,,,79.3,82.9,16.02,2.773837942,55
52000,,,,101.6,108.4,30.61,3.421326753,70
52000,,,,12.4,12.4,28.73,3.357941873,100
55000,,,,115.6,121.5,17.64,2.870169051,40
148000,,,,93.9,99,28.02,3.332918541,74
52000,,,,106.6,112.3,40.87,3.710396298,70
63500,,,,90.9,97.3,57.22,4.046903488,85
72130,,,,104.5,111.3,45.18,3.810654511,22
69785,,,,127.5,138.1,17536.37,9.772032289,40
66255,,,,152.8,163.6,79.29,4.373112017,22
100333,,,,103.2,108.7,47.97,3.870575816,77
56611,,,,115.5,121.1,67.1,4.206184044,69
103611,,,,111.2,115.4,73.98,4.303794786,64
96306,,,,101.2,106,78.86,4.367674128,80
100333,,,,88.6,94.2,64.54,4.167285187,84
65333,,,,93.8,99.7,57.03,4.043577445,83
197155,,,,123.3,128.8,79.23,4.372355015,50
95921,,,,90.8,94.9,68.2,4.222444565,76
265625,,,,155.6,160,79.72,4.378520495,22
114697,,,,144.9,152.4,79.82,4.3797741,30
61833,,,,100.9,108,37.92,3.635478677,80
58800,,,,98.9,98.6,66.62,4.199004833,81
58896,,,,143.2,152.5,127.66,4.84937048,9
260481,,,,158.3,162.6,69.37,4.239454497,34
75754,,,,83.2,94.7,34.85,3.551053137,87
74228,,,,90.8,97.2,28.79,3.360028105,73
77000,,,,91.5,96,60.84,4.108247467,71
74228,,,,0.3,0.4,35.16,3.559909073,100
60400,,,,45,44.8,104.62,4.650334738,100
111670,,,,38.2,38.5,60.5,4.102643365,100
80000,,,,184,187.6,59.41,4.084462562,1
59844,,,,81.3,85.1,67.65,4.214347355,77
57350,,,,37.7,37.7,1.48,0.392042088,100
67000,,,,118.1,121.4,54.04,3.989724513,25
60736,,,,106.1,112.7,40.5,3.701301974,51
116020,,,,61.8,61.6,25.88,3.25347047,99
101291,,,,80.8,83.4,33.45,3.510051787,86
114660,,,,110.8,115.5,69.21,4.237145361,50
60715,,,,232.5,253.5,22.36,3.107273648,1
74177,,,,121,127.5,27.09,3.299164656,92
33198,,,,158.9,173.4,97.18,4.576564929,6
34783,,,,179,187,150.84,5.016219672,2
52934,,,,138,143,152.48,5.02703344,19
49000,,,,176,183,167.98,5.123844925,2
39600,,,,57.9,58,155.6,5.047288612,99
33677,,,,102.7,114.8,121.44,4.799420314,54
40608,,,,97.3,101.5,58.52,4.069368576,51
27552,,,,178.9,185.2,93.09,4.533566767,2
455000,,,,120.5,121.8,29.7,3.391147046,29
33677,,,,112.9,119.4,121.44,4.799420314,39
216000,,,,172.9,180.1,4.06,1.401182974,11
216000,,,,172.9,180.1,4.06,1.401182974,11
216000,,,,172.9,180.1,4.06,1.401182974,11
64350,,,,87.3,91.6,41.33,3.721588629,89
79517,,,,122.1,125.1,145.1,4.97742316,51
29363,,,,90.8,95.8,117.78,4.768818478,73
395071,,,,151.5,152.4,20.87,3.038312721,62
43855,,,,112.6,120.9,117.84,4.769327772,24
33444,,,,104.2,110.6,100.87,4.613832559,62
109999,,,,171.7,177.9,156.81,5.055034881,18
53526,,,,116.4,123.2,71.5,4.26969745,34
870126,,,,199.6,200.3,34.5,3.540959324,57
538000,,,,193.1,196.3,32.73,3.488292089,42
786975,,,,118.8,120.3,11.85,2.472327868,81
749000,,,,183,183.9,22.46,3.111735949,69
494749,,,,153.1,156.9,24.45,3.196630216,55
31400,,,,58.4,57.4,124.88,4.827353276,99
136770,,,,41.6,42.3,123.75,4.818263401,100
56685,,,,143.4,143.5,112.4,4.722063937,16
42500,,,,110,115.2,146.82,4.989207347,39
66000,,,,116.6,123.3,98.83,4.593401202,36
43166,,,,93.7,99.2,35.01,3.555633735,74
306862,,,,131.2,135.3,5.15,1.638996715,23
58429,,,,129.1,136.9,54.73,4.002412005,32
74879,,,,52.9,52.8,26.32,3.270329106,100
48917,,,,116.5,118.9,23.2,3.144152279,25
47537,,,,103.2,108.3,21.25,3.056356895,58
46810,,,,122.2,130.1,12,2.48490665,64
