Self-Reported Gross Floor Area (ft²),,,,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Water Use Intensity (All Water Sources) (gal/ft²),log_Water Use Intensity (All Water Sources) (gal/ft²),score
94442,,,,133.9,140.6,41.89,3.735047135,43
54419,,,,141.2,151.3,47.05,3.851210866,17
105127,,,,156.6,162.3,75.55,4.324794689,36
103304,,,,120.4,124.6,40.77,3.707946517,55
94910,,,,134.2,139.8,29.62,3.388449809,65
58206,,,,130.6,135.9,33.65,3.516013056,55
172085,,,,149.2,154.5,41.5,3.725693427,35
107262,,,,31,33,24.19,3.185939325,100
79968,,,,131.5,137.5,141.14,4.949752306,38
162384,,,,107.6,112.6,32.91,3.493776563,73
66348,,,,126.7,132.7,37.59,3.626738058,74
371250,,,,69.1,69,26.81,3.288774952,100
98181,,,,87.8,91.9,47.58,3.862412505,70
66530,,,,118.6,124.5,76.01,4.330864911,65
67764,,,,106.2,109.9,3.28,1.187843422,68
52572,,,,126.5,132.9,128.13,4.853045374,46
65088,,,,120.2,123.9,76.11,4.332179662,63
68730,,,,106.6,111.6,84.89,4.441356301,68
61600,,,,134,137.5,101.93,4.624286303,49
61608,,,,108.7,111.3,72.02,4.276943858,81
84000,,,,127.4,133.9,64.19,4.161847435,53
69816,,,,99.9,103.9,127.91,4.851326892,76
155208,,,,151.6,156.9,126.79,4.842532175,29
54300,,,,122.9,128.7,689.82,6.536430694,66
68640,,,,121.6,125.3,133.78,4.89619666,67
59474,,,,138.7,141.7,201.39,5.305243327,56
53784,,,,160.9,160.7,61.44,4.118061089,19
74729,,,,140.5,139.6,118.9,4.778282804,15
98181,,,,87.8,91.9,47.58,3.862412505,70
28530,,,,132.4,141.4,53.86,3.986388087,26
256000,,,,129.5,135.6,68.79,4.231058386,54
26605,,,,143.8,151.4,94.75,4.551241844,42
58650,,,,126.6,132.8,45.33,3.813969065,31
74729,,,,140.5,139.6,118.9,4.778282804,15
93180,,,,130.3,136.5,95.12,4.555139252,23
78396,,,,147.7,152.6,65.72,4.185403293,10
69923,,,,116.9,121.1,58.22,4.064228938,33
114154,,,,507.6,520.7,42.57,3.75114978,7
143916,,,,510.2,511.6,26.22,3.266522478,9
112128,,,,537.8,539.2,80.2,4.384523515,15
34580,,,,55.9,55.9,8.89,2.18492705,95
84480,,,,247.2,249.8,75.61,4.32558855,47
84000,,,,133.4,139.7,106.02,4.663627756,23
226285,,,,153.8,157.7,60.67,4.105449342,8
112000,,,,145.1,154,114.29,4.738739078,25
75999,,,,112,119.3,76.17,4.332967684,33
96990,,,,147.5,157.8,119.84,4.78615752,18
57267,,,,245.4,246.4,92.04,4.522223265,28
319174,,,,93.8,96.6,38.86,3.659965444,66
144684,,,,142.3,146.2,103.04,4.635117262,20
39000,,,,103.2,102.7,41.1,3.716008122,83
36000,,,,212.9,217.3,104.25,4.646791861,4
56000,,,,125.1,131.8,72.94,4.289637185,85
29000,,,,90.6,93.7,41.76,3.731938944,99
30000,,,,88,90.6,54.58,3.999667515,98
45473,,,,129,141.6,40.22,3.694364384,59
72420,,,,58.1,58.4,78.78,4.366659158,100
39657,,,,610,612.6,87.88,4.475972248,60
67121,,,,264.6,264.8,18.45,2.91506437,18
136843,,,,133.5,139.6,61.46,4.118386557,46
217084,,,,151.3,152.4,25.87,3.253083996,86
289281,,,,171.4,176.3,54.83,4.004237489,13
57707,,,,359,360.2,116.33,4.75643098,7
87706,,,,342.7,346.2,93.71,4.540204907,12
42300,,,,117,122.8,72.04,4.27722152,47
36000,,,,128.9,134.1,137.6,4.924350925,23
36085,,,,175.7,183.4,159.46,5.071793107,3
29480,,,,131.5,137.7,73.85,4.302036009,15
28180,,,,183,189.7,114,4.736198448,4
31353,,,,206.2,213,152.14,5.02480115,1
34970,,,,156.2,162.6,144.8,4.97535348,6
46655,,,,130.5,137.7,89.94,4.499142781,17
27250,,,,66,65.1,240.62,5.483218926,98
32625,,,,121.1,120.9,12.71,2.542389085,30
38250,,,,107.8,110.8,90.94,4.510199948,43
66462,,,,117.5,117.3,71.74,4.273048472,98
323778,,,,100.7,105.2,39.34,3.672241813,58
34024,,,,188,194.1,173.23,5.154620191,29
49471,,,,46.3,50.1,15.32,2.729159164,100
110377,,,,81.6,85.7,32.23,3.472897696,97
106800,,,,105.4,112,44.98,3.806217947,66
52290,,,,130.1,130.1,84.98,4.442415935,48
47000,,,,78.1,79.9,217.8,5.38357721,94
25200,,,,147.7,156.3,36.72,3.603321566,19
46530,,,,164,172.9,14.2,2.653241965,37
40200,,,,135.6,143.3,16.43,2.799108932,45
55674,,,,138.4,143.7,70.9,4.261270434,53
51000,,,,127.4,133,80.21,4.384648195,74
71811,,,,93.2,98.9,45.59,3.819688394,96
63388,,,,136.1,143.8,93.99,4.543188394,47
94050,,,,117.3,124.7,77.6,4.351567427,70
64600,,,,106.9,110.3,66.88,4.202899969,85
72000,,,,113.5,121,54.83,4.004237489,68
123140,,,,214.2,214.2,123.22,4.813971376,52
110957,,,,30.7,30.8,58.94,4.076519977,100
147000,,,,28.3,28,33.84,3.521643535,100
70000,,,,32.1,31.8,39.41,3.674019591,100
81600,,,,24.1,24.2,29.63,3.388787362,100
72800,,,,30.9,30.9,103.42,4.638798367,100
83146,,,,260.7,270,58.14,4.062853895,77
49200,,,,99.4,104.7,55.98,4.024994484,68
85000,,,,105.4,112.2,50.73,3.926517452,45
81128,,,,96.3,101.5,33.4,3.5085559,74
130794,,,,127.2,132.8,58.17,4.063369758,31
71250,,,,117.1,124.9,64.09,4.160288346,52
106900,,,,106.6,106.6,52.4,3.958906591,64
121750,,,,77.2,80.8,39.75,3.682609841,86
150800,,,,99,104,33.61,3.514823642,56
72534,,,,91.4,95.8,42.8,3.756538103,85
162439,,,,70.8,73,31.26,3.442339325,97
127764,,,,134.4,139.8,46.75,3.844814256,14
121640,,,,109.9,112,66.94,4.203796696,57
60000,,,,124.4,130.6,83.98,4.430578675,46
170772,,,,151.8,157,58.84,4.074821896,18
75240,,,,79.9,85.4,29.04,3.36867419,89
173358,,,,112,117.4,51.21,3.935934825,40
97104,,,,61.3,60.9,50.55,3.922962945,99
60744,,,,91.1,97,35.94,3.581850881,74
41900,,,,159.4,167.2,49.61,3.904192426,4
44685,,,,156.4,161.9,67.44,4.211238314,4
35826,,,,139.6,140.1,33.53,3.51244056,18
25272,,,,109.5,115.3,74.67,4.313078405,52
26496,,,,130,136.4,58.06,4.061476959,20
26000,,,,134.5,144.4,55.5,4.016383021,16
31845,,,,158.5,169.8,144.07,4.970299293,23
56777,,,,72,72.6,6.9,1.931521412,75
69491,,,,112.2,119.5,53.46,3.978933711,24
27412,,,,86.7,91,68.07,4.220536587,94
105654,,,,132,140.6,64.47,4.166199999,25
197155,,,,123.3,128.8,79.23,4.372355015,50
265625,,,,155.6,160,79.72,4.378520495,22
106500,,,,110.3,110.2,73.97,4.303659606,69
37350,,,,111.8,117.7,43.45,3.771610852,89
40000,,,,145.9,155.4,113.73,4.733827218,69
44950,,,,108.1,114.4,50.42,3.920387922,94
28775,,,,145,163.3,50.68,3.925531355,68
40040,,,,62.8,65.9,39.89,3.686125666,91
114097,,,,53.8,54.2,68.25,4.223177434,100
73115,,,,171.3,174.6,126.64,4.841348416,50
246476,,,,134.7,138.9,7.26,1.982379829,75
85900,,,,198.7,204.7,143.4,4.965637928,18
54270,,,,141.8,151.7,13.23,2.582486978,9
30060,,,,113,118,62.18,4.130033405,25
98181,,,,84.3,88.4,47.58,3.862412505,65
65569,,,,109.5,114.1,61.17,4.113656873,55
66920,,,,102.4,108.8,50.76,3.927108643,41
54000,,,,111.5,118.6,77.05,4.344454562,46
28530,,,,127.5,136.4,53.86,3.986388087,21
54000,,,,142.7,149.8,152.88,5.0296533,28
86500,,,,93.5,93.5,130.91,4.874510064,81
74514,,,,104.9,108.9,59.88,4.09234256,67
92000,,,,127.8,133.2,82.25,4.40976339,57
130500,,,,123.4,123.4,107,4.672828834,56
123390,,,,52.3,55.1,10.03,2.305580602,97
96545,,,,109.9,109.9,58.56,4.07005187,61
58200,,,,107.5,113.6,33.83,3.521347983,66
66000,,,,118.9,124.1,66.97,4.204244758,64
69225,,,,156.7,156.7,114.48,4.740400135,26
53400,,,,137,144.4,74.97,4.317088034,33
75288,,,,113.2,118.5,112.02,4.718677427,56
84588,,,,114.9,119.4,8.54,2.144761008,54
52872,,,,137.3,143.6,60.27,4.098834467,48
60000,,,,134.3,140.1,112.36,4.721708002,43
61286,,,,114.7,114.7,109.79,4.69856945,54
64000,,,,129.2,133.9,68.47,4.226395693,60
90000,,,,107.7,112.7,70.85,4.260564966,67
70900,,,,162.7,170.5,145.08,4.977285314,21
79000,,,,108.6,117,66.54,4.197803271,65
65820,,,,113.7,113.7,70.67,4.258021155,56
65280,,,,131.2,141.5,74.55,4.311470041,47
79896,,,,124.3,131.3,81.39,4.399252415,48
54448,,,,115.1,120.5,112.94,4.726856704,53
58914,,,,134,134,77.43,4.349374302,48
92950,,,,114.1,114.1,100.69,4.61204649,56
92950,,,,120.3,125,107.18,4.674509664,47
69120,,,,127.6,133.4,135.86,4.911624944,47
69120,,,,122.6,122.6,118.77,4.77718885,55
78000,,,,111.6,117.9,56.3,4.030694535,60
462010,,,,486.6,495.5,94.08,4.544145484,3
74132,,,,497.1,497.5,197.16,5.284015582,1
162885,,,,326.5,333.8,67.59,4.213460043,8
61916,,,,539.8,534.3,108.4,4.685828089,1
54778,,,,489.5,487.1,0.42,-0.867500568,1
63754,,,,501.3,501.3,56.94,4.041998082,1
118902,,,,292.7,292.7,21.82,3.08282698,9
79656,,,,513.4,514.6,88.11,4.478586034,1
100258,,,,498.9,493.3,34.97,3.554490551,1
62748,,,,539,541.6,108.34,4.68527443,1
71307,,,,522.3,531.4,77.97,4.356324137,1
83215,,,,453.2,463.2,244.27,5.498274171,1
89286,,,,527.5,524.5,152.86,5.02952247,1
56479,,,,617.6,618.8,66.34,4.194793034,1
151562,,,,488.5,491.7,40.23,3.694612986,1
84486,,,,530.2,529.8,96.7,4.571613402,1
51028,,,,535.8,537.8,13.84,2.62756295,1
137602,,,,434.9,434.6,41.06,3.715034412,6
102949,,,,570.6,571,43.85,3.780774719,1
46400,,,,621,619.1,31.9,3.46260601,1
68125,,,,478.4,477.9,34.5,3.540959324,1
71449,,,,573,570.1,72.43,4.282620578,1
35000,,,,588.7,588.7,2.11,0.746687947,1
33895,,,,122.9,134,4.19,1.432700734,42
47000,,,,127.9,137,5.96,1.785070481,61
47439,,,,623.4,623.1,116.95,4.761746493,1
27048,,,,397.9,397.9,2.77,1.01884732,2
41494,,,,137.6,146.3,15.4,2.734367509,86
48300,,,,657.3,654.1,96.11,4.565493369,1
26400,,,,109.1,114,44.47,3.794814805,37
29500,,,,74.6,73.8,4.64,1.534714366,85
37500,,,,60.2,60.2,6.21,1.826160896,91
40000,,,,129.6,138.7,1.88,0.631271777,47
27166,,,,124.4,129.9,0,2.142,62
33768,,,,115.7,121,126.69,4.841743158,34
27444,,,,170.1,177.2,199.96,5.298117347,13
31500,,,,8.9,8.9,134.71,4.90312432,100
46320,,,,105.9,113.2,30.48,3.417070731,64
25839,,,,86.5,94.2,86.88,4.464527856,77
25210,,,,179.2,185.5,155.72,5.048059523,10
121000,,,,233.7,239.7,33.7,3.517497837,39
130500,,,,254.9,259,43.32,3.768614422,57
69803,,,,310.2,318.1,107.35,4.676094524,18
86125,,,,310.9,315.4,99.32,4.598346961,52
99035,,,,107.9,114.7,78.28,4.360292143,57
67503,,,,99.3,104.1,32.2,3.471966453,75
81181,,,,101,104,85.72,4.451086171,66
64170,,,,126.4,133.4,76.03,4.331127999,28
79709,,,,120,124.4,127.83,4.850701256,56
114795,,,,95.1,101.4,73.86,4.302171409,78
97485,,,,84.1,88.1,111.01,4.709620287,91
66168,,,,109.4,115.7,57.21,4.046728708,66
62100,,,,87.9,94.8,59.42,4.08463087,82
70788,,,,84,89.8,32.76,3.489208259,95
35600,,,,99.1,105.7,72.01,4.276804998,52
27392,,,,101,110.1,52.31,3.957187557,47
122220,,,,128.7,135.9,84.03,4.431173878,67
135135,,,,165.1,164.1,37.07,3.612808017,85
234440,,,,155.7,155.7,34.36,3.536893097,36
685775,,,,127,131.4,35.68,3.574590308,41
94000,,,,262.5,268.4,118.53,4.775166093,29
48417,,,,219.1,219.6,45.05,3.807772984,21
231000,,,,161.4,163.6,31.48,3.449352424,33
66300,,,,92,92,41.28,3.720378121,91
58163,,,,340.8,352.8,93.31,4.535927283,4
125284,,,,113.1,120.3,28.57,3.352357216,64
167925,,,,85.5,90.2,29.56,3.386422096,89
105059,,,,90,96.2,34.33,3.536019607,81
148982,,,,78.4,82.9,32.92,3.494080376,93
61839,,,,126.1,130.8,83.65,4.426641427,83
160896,,,,76.6,85.1,27.78,3.324316337,94
121796,,,,113.7,118.7,57.6,4.053522568,38
101000,,,,157.1,159.1,53.15,3.973118105,5
75052,,,,203.8,206.2,60.55,4.10346947,46
65282,,,,107.6,111.6,119.63,4.784403646,69
55728,,,,114.8,120.7,144.64,4.974247897,66
62121,,,,153.3,162,105.67,4.66032103,38
47126,,,,106.3,109.8,39.29,3.670970034,51
88920,,,,86.6,90.9,36.93,3.609024229,78
27520,,,,53,53.5,112.15,4.719837261,99
27313,,,,47,48,2.71,0.996948635,68
55580,,,,46.8,50.5,4.32,1.463255402,77
219648,,,,232,237,2444.13,7.80144451,5
25754,,,,258.1,267.1,188.51,5.239151056,44
25754,,,,258.1,267.1,188.51,5.239151056,44
33750,,,,117.4,116.6,67.8,4.216562195,65
33750,,,,117.4,116.6,67.8,4.216562195,65
58163,,,,340.8,352.8,93.31,4.535927283,4
63388,,,,136.1,143.8,93.99,4.543188394,47
67680,,,,133.2,139.7,142.08,4.956390279,35
50000,,,,127.4,127.2,39.58,3.67832394,51
44550,,,,134.5,149.7,0,2.142,37
37000,,,,179.4,179.2,13952.18,9.543391047,12
38080,,,,143.9,143.7,180.24,5.194289296,39
38698,,,,113.3,112.9,0,2.142,68
32500,,,,136.3,136.3,0,2.142,41
28180,,,,183,189.7,114,4.736198448,4
28000,,,,153.8,160.6,66.04,4.190260619,23
45496,,,,112,116.8,54.6,4.000033883,60
38478,,,,275.8,280.4,100.76,4.612741451,1
27215,,,,128,137.5,58.69,4.072269355,67
34938,,,,171.2,176.2,119.6,4.784152842,4
38704,,,,160,159.7,53.11,3.972365234,6
40000,,,,143.1,151.3,137.08,4.920564697,10
40760,,,,137.1,142.7,21.29,3.058237479,7
51796,,,,157,162.1,85.3,4.446174454,5
86000,,,,126.8,132.9,38.12,3.640739079,41
313120,,,,145.9,151.8,121.69,4.801476827,43
263120,,,,134.8,141.1,104.42,4.648421228,52
72000,,,,101.7,107.2,51.68,3.945070859,77
54315,,,,82.6,88.2,29.72,3.39182022,97
60900,,,,112.9,121.6,56.55,4.035125203,66
59920,,,,105.6,108.6,34.44,3.53921868,83
65118,,,,102.3,102.3,76.47,4.336898507,81
156170,,,,116.3,124.1,32.76,3.489208259,72
53115,,,,161.8,166.9,12.49,2.524928324,45
36686,,,,158.6,163.4,31.54,3.451256582,25
85517,,,,573.8,577.4,14.35,2.663749942,1
591358,,,,158.6,164.6,109.86,4.699206828,34
119000,,,,118.3,124.8,41.54,3.726656818,69
39375,,,,94.6,99.3,33.3,3.505557397,98
406261,,,,225.7,231.1,71.62,4.271374365,25
156900,,,,200.4,206.8,13.82,2.626116818,42
98181,,,,84.3,88.4,47.58,3.862412505,65
88000,,,,126.8,133.8,58.89,4.075671297,40
156300,,,,62.5,64.3,39.39,3.673511977,100
65569,,,,109.5,114.1,61.17,4.113656873,55
66920,,,,102.4,108.8,50.76,3.927108643,41
97900,,,,101.3,108.8,58.31,4.065773605,48
54000,,,,111.5,118.6,77.05,4.344454562,46
28530,,,,127.5,136.4,53.86,3.986388087,21
38740,,,,210.8,219.5,79.63,4.377390906,7
38700,,,,222.2,230,79.97,4.381651564,5
41824,,,,220.7,219.5,104.29,4.64717548,3
37806,,,,127.3,135.7,16.49,2.802754137,66
35427,,,,247,258,99.35,4.598648969,37
46290,,,,160.4,164.1,30.57,3.420019136,47
58638,,,,79.1,78.1,31.09,3.436886224,83
185785,,,,197.1,202.8,38.1,3.640214282,42
631108,,,,152.5,159.6,0.72,-0.328504067,18
35460,,,,172.2,178.8,71.05,4.263383855,39
28180,,,,183,189.7,114,4.736198448,4
38704,,,,160,159.7,53.11,3.972365234,6
45760,,,,190.4,193.1,16.77,2.819591576,30
43438,,,,137.1,140.9,86.15,4.456089963,23
40962,,,,288.5,294.6,73.73,4.300409772,7
130576,,,,87.9,90.5,26.46,3.275634159,87
118673,,,,34.7,36.8,3.13,1.141033005,82
33750,,,,117.4,116.6,67.8,4.216562195,65
44550,,,,134.5,149.7,0,2.142,37
37000,,,,179.4,179.2,13952.18,9.543391047,12
38080,,,,143.9,143.7,180.24,5.194289296,39
38698,,,,113.3,112.9,0,2.142,68
32500,,,,136.3,136.3,0,2.142,41
62000,,,,151.2,154.7,31.67,3.455369861,70
137795,,,,178.7,182.3,16.89,2.826721731,54
120940,,,,234.3,239.8,99.83,4.603468739,37
662269,,,,122.8,125.4,28.55,3.351656936,56
118785,,,,95.9,98.3,16.49,2.802754137,87
118948,,,,96.3,98.5,15.3,2.727852828,86
162384,,,,102.5,107.7,32.91,3.493776563,69
66348,,,,117.5,123.5,37.59,3.626738058,73
371250,,,,64.7,64.6,26.81,3.288774952,100
115864,,,,174.5,176.5,43.7,3.777348102,10
56250,,,,104.8,104.7,99.53,4.600459106,50
53750,,,,107.8,113,97.74,4.582310892,44
37380,,,,151.5,155.7,95.82,4.562471431,10
49500,,,,91,90.8,96.85,4.57316339,74
53400,,,,120.4,123.6,56.12,4.027492255,59
31690,,,,220.7,239,106.53,4.668426636,1
31812,,,,171.1,178.8,194.76,5.271768031,28
28971,,,,132.1,139.8,43.77,3.778948651,72
26739,,,,138.3,145.8,82.61,4.414130739,81
32932,,,,198.8,210.4,60.47,4.102147374,16
34544,,,,142.2,151.3,53.17,3.973494328,32
150620,,,,126.9,127.5,26.33,3.270708974,74
42396,,,,110.8,112.8,80.18,4.384274107,96
60502,,,,100,101.9,39.84,3.684871433,81
89090,,,,90.8,93.9,40.15,3.69262244,93
38570,,,,109.8,113.3,49.59,3.903789201,20
38458,,,,114.7,120.3,47.53,3.861361091,8
71644,,,,74.1,78.9,47.53,3.861361091,71
46340,,,,100.2,102.7,60.54,4.103304304,26
88627,,,,141.3,149.4,94.04,4.543720224,34
38000,,,,83.4,88.4,42.4,3.747148362,80
42050,,,,78.9,84.1,49.2,3.895893623,69
38979,,,,162.7,171.8,50.4,3.919991175,64
34290,,,,123.3,133.8,29.39,3.38065448,74
46752,,,,133.4,142.8,51.9,3.94931879,24
38925,,,,125.4,133,56.44,4.033178127,27
44753,,,,97.6,103,5.16,1.640936579,77
41810,,,,92.9,97,106.92,4.672080891,60
51780,,,,147.9,153.5,146.88,4.989615927,25
60895,,,,191.3,191.3,80.14,4.383775105,4
236368,,,,86.1,89.9,22.45,3.111290614,66
119493,,,,111.6,116.8,25.84,3.251923679,30
98307,,,,109.4,113.8,33.18,3.501947285,27
189312,,,,230.9,235.5,73.72,4.300274133,1
171466,,,,110.8,116.1,33.98,3.525772116,55
154029,,,,144.5,143.1,47.35,3.85756682,37
64045,,,,108.2,107.8,45.91,3.826682958,68
94416,,,,98.7,104,34.5,3.540959324,60
95798,,,,95.4,98.1,27.77,3.323956301,85
51884,,,,127.3,135.9,48.92,3.890186311,40
44715,,,,174.6,184.3,27.37,3.309447523,4
31236,,,,161.7,166.3,34.83,3.550479084,4
44317,,,,103.5,108.3,32.21,3.472276963,88
60879,,,,148,156.7,74.65,4.312810524,56
59488,,,,111.8,118.2,34.74,3.547891761,85
71322,,,,300.6,310.8,20.83,3.036394255,18
95040,,,,118.9,123.7,68.89,4.23251103,78
113136,,,,109,113.7,62.81,4.140114296,84
34000,,,,141.1,145.2,25.41,3.235142797,59
27585,,,,170.7,175,62.48,4.134846506,3
43911,,,,109,115.1,40.32,3.696847624,44
38214,,,,115.1,121.8,36.29,3.591542221,36
34662,,,,125,132.3,53.5,3.979681654,25
25075,,,,101.1,106.7,36.52,3.597860056,56
27500,,,,132,138.2,89.09,4.489647095,18
27075,,,,100.5,107.3,47.41,3.858833177,81
26040,,,,118.5,119.2,78.5,4.363098625,32
44838,,,,135.8,135.8,41.49,3.725452434,50
41104,,,,129.7,130,70.63,4.257454983,20
41100,,,,123.8,132.5,35.53,3.57037741,26
25362,,,,143.7,153.2,30.17,3.406848053,10
36185,,,,146.1,154,150.39,5.01323192,9
38376,,,,271.5,269.6,42.54,3.75044481,1
42231,,,,117.5,125.4,52.06,3.9523969,33
32966,,,,106,105.5,43.12,3.763986927,49
30540,,,,185.1,194.2,103.78,4.642273274,1
30540,,,,210.7,225.4,79.78,4.379272846,1
43128,,,,242.6,241.2,80.35,4.386392092,1
42450,,,,127.9,135,53.39,3.977623463,22
33600,,,,136.9,143.9,35.98,3.582963229,14
45760,,,,148.7,157.3,74.13,4.305820309,8
34560,,,,183.1,189.9,95.97,4.564035643,1
27585,,,,170.7,175,62.48,4.134846506,3
43911,,,,109,115.1,40.32,3.696847624,44
25362,,,,143.7,153.2,30.17,3.406848053,10
38214,,,,115.1,121.8,36.29,3.591542221,36
34662,,,,125,132.3,53.5,3.979681654,25
25075,,,,101.1,106.7,36.52,3.597860056,56
27500,,,,132,138.2,89.09,4.489647095,18
27075,,,,100.5,107.3,47.41,3.858833177,81
26040,,,,118.5,119.2,78.5,4.363098625,32
44838,,,,135.8,135.8,41.49,3.725452434,50
41104,,,,129.7,130,70.63,4.257454983,20
41100,,,,123.8,132.5,35.53,3.57037741,26
36185,,,,146.1,154,150.39,5.01323192,9
38376,,,,271.5,269.6,42.54,3.75044481,1
42231,,,,117.5,125.4,52.06,3.9523969,33
32966,,,,106,105.5,43.12,3.763986927,49
30540,,,,185.1,194.2,103.78,4.642273274,1
30540,,,,210.7,225.4,79.78,4.379272846,1
43128,,,,242.6,241.2,80.35,4.386392092,1
42450,,,,127.9,135,53.39,3.977623463,22
33600,,,,136.9,143.9,35.98,3.582963229,14
45760,,,,148.7,157.3,74.13,4.305820309,8
34560,,,,183.1,189.9,95.97,4.564035643,1
27920,,,,19.9,23.2,0.94,-0.061875404,90
57080,,,,88.7,89.2,209.78,5.346059363,76
36274,,,,115.8,123.3,46.65,3.842672927,55
387960,,,,103,109.3,28.62,3.354105774,68
144493,,,,116.6,121.6,53.17,3.973494328,51
218059,,,,264.9,267,21.27,3.057297629,9
272866,,,,207.5,206.8,10.16,2.318458442,33
40000,,,,30.1,30.1,1.15,0.139761942,78
45000,,,,83.2,83.2,151.25,5.018934097,81
62720,,,,117.5,116.8,189.08,5.242170206,39
107851,,,,153.1,162,66.67,4.199755077,17
72450,,,,121.3,127.1,100.59,4.611052849,29
72450,,,,45,44.5,72.6,4.284964922,100
34950,,,,94.6,95.1,115.25,4.747103682,79
34920,,,,103.7,103.3,151.28,5.019132424,75
53964,,,,58.8,58.8,136.91,4.919323776,100
35050,,,,182,188.4,243.9,5.496758305,2
31875,,,,182.8,189,158.88,5.0681492,3
31740,,,,131.2,138.5,280.22,5.635575009,32
32250,,,,117.3,116.8,90.19,4.501918556,50
37100,,,,122.3,127.8,216.57,5.377913821,38
43200,,,,99.8,103.9,80.07,4.382901252,58
30140,,,,62.8,62.3,130.22,4.869225328,95
33000,,,,143.5,148.2,186.58,5.228860102,15
39330,,,,156.8,164.3,72.51,4.283724483,6
123000,,,,82.9,87.7,37.39,3.621403289,74
138720,,,,85.8,88.3,25.28,3.230013569,84
108377,,,,88.8,96.5,0,2.142,91
76345,,,,61.3,65.6,39.11,3.666378189,93
75289,,,,136.1,142,89.64,4.495801649,33
75500,,,,169.8,169.7,14.53,2.676215478,55
144493,,,,116.6,121.6,53.17,3.973494328,51
43660,,,,133.3,138.7,114.71,4.742407204,16
30420,,,,99.7,99.5,103.77,4.642176912,58
50400,,,,160.9,165.6,211.44,5.35394127,31
45400,,,,119.3,122.4,72.05,4.277360322,22
82330,,,,81.4,86.9,38.24,3.643882088,81
109498,,,,121.5,129.5,47.96,3.87036733,65
158789,,,,83.6,86.4,33.74,3.518684077,83
111368,,,,111.3,119,47.93,3.869741613,57
102173,,,,69.5,73.4,30.6,3.421000009,93
259182,,,,81.8,85.5,43.8,3.779633817,91
126448,,,,89.5,94.3,39.89,3.686125666,77
77927,,,,83.8,89.5,37.58,3.626471994,82
81557,,,,95.3,101.8,42.97,3.760502198,70
86333,,,,76.7,80.9,34.02,3.526948587,89
87655,,,,43,42.5,107.96,4.681760788,100
64866,,,,23.1,23.1,126.73,4.842058839,100
97779,,,,35.4,36.2,91.74,4.518958489,100
66500,,,,23.8,23.6,95.18,4.555769836,100
87400,,,,61.1,61.6,13.62,2.611539301,55
82384,,,,78.1,77.4,31,3.433987204,92
109042,,,,101,104.5,40.38,3.698334613,69
61318,,,,155.1,161.5,29.9,3.39785848,14
26800,,,,140.8,148.5,72.52,4.283862386,64
35759,,,,191.7,195.6,52.03,3.951820475,11
214360,,,,167.9,174.4,49.51,3.902174669,35
124800,,,,316.8,316.8,73.55,4.297965447,15
395940,,,,110.3,116.6,41.04,3.714547201,72
103472,,,,168.6,184.2,265.6,5.581991418,11
137923,,,,96.5,102.6,0.02,-3.912023005,76
34000,,,,76,75.5,34.61,3.544142658,86
61653,,,,59.5,58,38.13,3.641001374,99
111417,,,,102.4,105.3,98.46,4.589650374,34
59626,,,,100.7,109.3,77.65,4.35221155,69
79120,,,,34.5,34.5,66.43,4.196148762,100
94990,,,,99.3,105.2,86.55,4.460722282,66
94990,,,,84.9,90.4,87.36,4.470037512,84
60106,,,,127.4,132.8,72.38,4.281930018,62
81032,,,,100.2,104.1,41.58,3.727619282,55
77733,,,,93.2,97.9,30.49,3.417398761,80
126714,,,,103.4,106.6,68.2,4.222444565,61
70000,,,,136.8,141.5,58.48,4.068684815,46
75000,,,,122.9,129.5,35.42,3.567276632,31
207000,,,,179.1,179.7,15.94,2.768831673,43
58740,,,,119.4,123.8,13.55,2.606386547,68
105074,,,,114.5,115,36.18,3.58850648,43
75500,,,,70,72.1,68.26,4.223323943,94
58810,,,,61.4,61.2,60.32,4.099663724,99
73500,,,,107.2,111,8.86,2.181546765,23
72917,,,,89.1,92.9,45.01,3.806884687,70
90376,,,,72.3,71.4,32.92,3.494080376,88
26800,,,,140.8,148.5,72.52,4.283862386,20
56000,,,,88.6,94.3,52.96,3.969536912,86
61477,,,,152.3,161.4,4.21,1.437462648,9
91599,,,,78.6,82,41.04,3.714547201,85
117294,,,,182.2,181.9,53.25,3.974997805,2
114168,,,,45,45.7,42.55,3.750679855,100
96752,,,,126.6,132.3,79.18,4.371723742,29
85396,,,,127.4,132.2,66.74,4.200804473,32
76956,,,,139.8,146.2,70.35,4.253482784,33
147000,,,,143.8,152.5,73.98,4.303794786,35
85260,,,,100.3,105.9,40.49,3.70105503,55
56000,,,,88.6,94.3,52.96,3.969536912,86
61477,,,,152.3,161.4,4.21,1.437462648,9
91599,,,,78.6,82,41.04,3.714547201,85
117294,,,,182.2,181.9,53.25,3.974997805,2
114168,,,,45,45.7,42.55,3.750679855,100
96752,,,,126.6,132.3,79.18,4.371723742,29
85396,,,,127.4,132.2,66.74,4.200804473,32
76956,,,,139.8,146.2,70.35,4.253482784,33
147000,,,,143.8,152.5,73.98,4.303794786,35
85260,,,,100.3,105.9,40.49,3.70105503,55
152250,,,,71.5,75.1,46.47,3.838806943,92
164168,,,,77.7,81.4,31.79,3.459151775,73
101613,,,,121.7,128.7,51.14,3.93456697,52
101613,,,,107.9,113.7,53.32,3.976311495,69
